"";"Start";"End";"Summary";"Description";"Year";"Month";"Hours";"Pedagogical.Activity"
"583";2017-10-30 13:45:00;2017-10-30 16:00:00;"rdv projet nez -hakim";NA;"2017";"Oct";2.25;""
"584";2017-10-20 09:00:00;2017-10-20 17:30:00;"patrick t - master";NA;"2017";"Oct";8.5;""
"585";2017-10-19 09:00:00;2017-10-19 11:00:00;"reunion patrick - 1ai";NA;"2017";"Oct";2;"ENSGSI"
"586";2017-10-19 08:30:00;2017-10-19 12:30:00;"benoit grasser";"16 personnes";"2017";"Oct";4;""
"587";2017-10-17 14:00:00;2017-10-17 16:00:00;"réunion ingexys";NA;"2017";"Oct";2;""
"588";2017-10-13 09:00:00;2017-10-13 11:00:00;"2ap - patrick - alaa";"reservation d'une machine laser pour faire des goodies 
";"2017";"Oct";2;""
"589";2017-10-12 09:00:00;2017-10-12 10:30:00;"reunion mauricio-sandra";NA;"2017";"Oct";1.5;""
"590";2017-10-11 16:00:00;2017-10-11 18:00:00;"soutenance cesi";NA;"2017";"Oct";2;""
"591";2017-10-11 09:00:00;2017-10-11 17:00:00;"atelier open inno 3a";"vincent
manon
brunelle 
jusqu'à 40 étudiants max (à valider le 29 sept )
envisager des créneaux ?";"2017";"Oct";8;""
"592";2017-10-10 13:00:00;2017-10-10 17:00:00;"aract (grand est)";"il viendra vers 11am pour poser les materiaux..


condition de vie au travail - 40 personnes 

thème de la journée : est-ce qu'un management de qualité ça s'apprend ?

un groupe autour de la formation 
un groupe autour des métiers 

but de la journée sortir un profil de manager (des profils ?) 

anact - aract
à l'occasion de la semaine de la qualité de vie au travail 
https://www.anact.fr/
thème management et qualité de vie au travail
- un groupe avec des étudiants gsi 
- un groupe avec des industriels / chef d'entreprise

corinne bornet (methode des personna pour la prévention) 

13h45 accueil 
14h intro
14h30 groupes de travail
15h30 - confrontation vision industrielle / vision étudiants 
16h30 synthèse en amphi gsi 
17h30 pot 
";"2017";"Oct";4;""
"593";2017-10-10 09:00:00;2017-10-10 17:00:00;"atelier open inno 3a";"vincent
manon
brunelle 
jusqu'à 40 étudiants max (à valider le 29 sept )
envisager des créneaux ?";"2017";"Oct";8;""
"594";2017-10-09 09:00:00;2017-10-09 12:15:00;"préparation oupépo : faire fablab dans la pédagogie";NA;"2017";"Oct";3.25;""
"595";2017-10-06 09:00:00;2017-10-06 12:00:00;"projet 2ai";NA;"2017";"Oct";3;"ENSGSI"
"596";2017-10-06 09:00:00;2017-10-06 11:00:00;"2ap - patrick - alaa";"reservation d'une machine laser pour découper les goodies 

";"2017";"Oct";2;""
"597";2017-10-05 09:00:00;2017-10-05 12:00:00;"projet 1ai";NA;"2017";"Oct";3;"ENSGSI"
"598";2017-10-02 09:00:00;2017-10-02 12:00:00;"reunion lf2l - fabio";NA;"2017";"Oct";3;""
"599";2017-09-29 09:00:00;2017-09-29 17:00:00;"edf 15 personnes";"richard troncy
laurent perez
ludmila gautier

réunion du 29 sept 2017 
edf 
9h – 9h30 - accueil présentation lf2l

15h30 – 16h fin 
entre 13 et 15 personnes

sans doute déj au restaurant
prévoir viénoiserie.";"2017";"Sep";8;""
"600";2017-09-29 09:00:00;2017-09-29 12:00:00;"patrick truchot 2ai";NA;"2017";"Sep";3;"ENSGSI"
"601";2017-09-28 19:00:00;2017-09-29 00:00:00;"nybi";NA;"2017";"Sep";5;""
"602";2017-09-28 19:00:00;2017-09-29 00:00:00;"nybi";"ag du nybi côté espace co";"2017";"Sep";5;""
"603";2017-09-28 09:30:00;2017-09-28 10:45:00;"visite pour admin gsi";NA;"2017";"Sep";1.25;""
"604";2017-09-27 14:00:00;2017-09-27 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"605";2017-09-27 09:00:00;2017-09-27 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"606";2017-09-26 14:00:00;2017-09-26 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"607";2017-09-26 14:00:00;2017-09-26 17:15:00;"photo by mgn";NA;"2017";"Sep";3.25;""
"608";2017-09-26 09:00:00;2017-09-26 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"609";2017-09-25 16:30:00;2017-09-25 18:30:00;"maison pour l'emploi";NA;"2017";"Sep";2;""
"610";2017-09-25 13:30:00;2017-09-25 16:30:00;"aiu";NA;"2017";"Sep";3;"Ingexys P1"
"611";2017-09-25 09:00:00;2017-09-25 12:00:00;"aiu";NA;"2017";"Sep";3;"Ingexys P1"
"612";2017-09-22 14:00:00;2017-09-22 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"613";2017-09-22 09:00:00;2017-09-22 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"614";2017-09-22 09:00:00;2017-09-22 12:30:00;"patrick truchot 2ap";NA;"2017";"Sep";3.5;"ENSGSI"
"615";2017-09-21 02:00:00;2017-09-23 02:00:00;"gen#5 nomadlab";NA;"2017";"Sep";48;""
"616";2017-09-20 14:00:00;2017-09-20 17:30:00;"aiu - besozzi t.";NA;"2017";"Sep";3.5;"Ingexys P1"
"617";2017-09-20 09:00:00;2017-09-20 12:30:00;"aiu - besozzi t.";NA;"2017";"Sep";3.5;"Ingexys P1"
"618";2017-09-19 14:00:00;2017-09-19 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"619";2017-09-19 09:00:00;2017-09-19 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"620";2017-09-18 14:00:00;2017-09-18 15:45:00;"réunion aract";NA;"2017";"Sep";1.75;""
"621";2017-09-18 14:00:00;2017-09-18 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"622";2017-09-18 09:00:00;2017-09-18 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"623";2017-09-18 02:00:00;2017-09-23 02:00:00;"aiu";NA;"2017";"Sep";120;"Ingexys P1"
"624";2017-09-16 14:00:00;2017-09-16 18:00:00;"le grand détournement, collection design du centre national des arts plastiques";NA;"2017";"Sep";4;""
"625";2017-09-15 16:45:00;2017-09-15 17:30:00;"visite greg + industriel";NA;"2017";"Sep";0.75;""
"626";2017-09-15 11:00:00;2017-09-15 12:15:00;"visite baccarat et flex'n'gate";NA;"2017";"Sep";1.25;""
"627";2017-09-15 09:00:00;2017-09-15 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"628";2017-09-14 14:00:00;2017-09-14 16:00:00;"visit lf2l - hakim";NA;"2017";"Sep";2;""
"629";2017-09-14 09:00:00;2017-09-14 12:00:00;"réunion prépa oupépo";NA;"2017";"Sep";3;""
"630";2017-09-13 09:00:00;2017-09-13 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"631";2017-09-13 09:00:00;2017-09-13 12:00:00;"aiu";NA;"2017";"Sep";3;"Ingexys P1"
"632";2017-09-11 14:00:00;2017-09-11 17:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"633";2017-09-11 10:30:00;2017-09-11 12:30:00;NA;NA;"2017";"Sep";2;""
"634";2017-09-11 09:00:00;2017-09-11 12:30:00;"aiu";NA;"2017";"Sep";3.5;"Ingexys P1"
"635";2017-09-11 02:00:00;2017-09-16 02:00:00;"aiu";NA;"2017";"Sep";120;"Ingexys P1"
"636";2017-09-05 13:00:00;2017-09-05 14:00:00;"visite 1ai gsi";NA;"2017";"Sep";1;"ENSGSI"
"637";2017-08-29 03:15:00;2017-08-29 12:45:00;"ee rri";NA;"2017";"Aug";9.5;""
"638";2017-08-28 03:15:00;2017-08-28 12:45:00;"ee rri";NA;"2017";"Aug";9.5;""
"639";2017-08-27 11:00:00;2017-08-27 13:15:00;"ecole ete rri";NA;"2017";"Aug";2.25;""
"640";2017-08-25 03:00:00;2017-08-25 12:15:00;"préparation ee rri";NA;"2017";"Aug";9.25;""
"641";2017-07-28 02:00:00;2017-08-22 02:00:00;"plate-forme lf2l fermée";NA;"2017";"Jul";600;""
"642";2017-07-21 10:00:00;2017-07-21 12:30:00;"réunion epa avec présentation";"c. guidat
j. lacroix
h. bisaga
2 chargées de projet
représentants de la moe";"2017";"Jul";2.5;""
"643";2017-07-20 11:00:00;2017-07-20 15:15:00;"visite de l’espace + réunion sur place avec 2 personnes de la société hypromat (eléphant bleu) + vincent boly.";"objectif : ils mettent en place une démarche d’innovation. je vise un contrat d’accompagnement et souhaite leur montrer ce qu’est un fab living lab + je pense opportunité a court terms d’avoir un projet école et/ou un sujet pour les 48h.
o   besoin : nous pouvons faire le tour de l’espace tout seul mais si certains de vous sont dispo pour présenter c’est toujours mieux ! je viendrai avant mais si vous pouvez lancer la table tactile et l’environnement immersif c’est top ! (je lui montrerai qu’on peut se balader dans la station éléphant bleu du fond de la creuse)
o   nous déjeunerons à l’extérieur donc pas de soucis pour la fermeture le midi !";"2017";"Jul";4.25;""
"644";2017-07-17 02:00:00;2017-07-19 02:00:00;"visite pr. bresil ? (voir eric)";NA;"2017";"Jul";48;""
"645";2017-07-12 09:00:00;2017-07-12 12:00:00;"test scan - laurent rollet";NA;"2017";"Jul";3;""
"646";2017-07-11 15:00:00;2017-07-11 16:00:00;"pascal loste";NA;"2017";"Jul";1;""
"647";2017-07-11 09:00:00;2017-07-11 12:00:00;"rdv greenberry";NA;"2017";"Jul";3;""
"648";2017-07-11 09:00:00;2017-07-11 12:00:00;"visite sebastien list. hakim antonio pavlo";NA;"2017";"Jul";3;""
"649";2017-07-10 09:00:00;2017-07-10 12:00:00;"mr boudarel+r.bary";NA;"2017";"Jul";3;""
"650";2017-07-06 16:00:00;2017-07-06 18:00:00;"visite dms conseil (pascal lhoste + l morel)";NA;"2017";"Jul";2;""
"651";2017-07-06 09:00:00;2017-07-06 12:00:00;"rdv ingexys";NA;"2017";"Jul";3;""
"652";2017-07-04 13:30:00;2017-07-04 16:00:00;"eit raw materials meeting";NA;"2017";"Jul";2.5;""
"653";2017-07-03 09:00:00;2017-07-03 12:15:00;"samuel nowakowski";NA;"2017";"Jul";3.25;""
"654";2017-06-30 14:00:00;2017-06-30 16:00:00;"presentation cesi";NA;"2017";"Jun";2;""
"655";2017-06-29 16:30:00;2017-06-29 18:30:00;"soutenance erasmus";NA;"2017";"Jun";2;""
"656";2017-06-29 09:30:00;2017-06-29 11:30:00;"comité de thèse jl";NA;"2017";"Jun";2;""
"657";2017-06-28 14:00:00;2017-06-28 16:00:00;"katia vagné,  déléguée générale grand est numérique";NA;"2017";"Jun";2;""
"658";2017-06-27 09:00:00;2017-06-27 10:45:00;"l. rollet + m. schiavon +scan+giovanny";NA;"2017";"Jun";1.75;""
"659";2017-06-26 09:30:00;2017-06-26 11:30:00;"réunion préparation ingexys - aiu";NA;"2017";"Jun";2;"Ingexys P1"
"660";2017-06-22 15:00:00;2017-06-22 17:00:00;"visite yzico avec pascal lhoste";NA;"2017";"Jun";2;""
"661";2017-06-22 13:00:00;2017-06-22 15:15:00;"visite armor hakim";NA;"2017";"Jun";2.25;""
"662";2017-06-21 14:00:00;2017-06-21 17:00:00;"sluc - formation impression 3d - à confirmer";"16 personnes + m.hirsch 
";"2017";"Jun";3;""
"663";2017-06-20 10:00:00;2017-06-20 15:00:00;"thèse julien hubert";NA;"2017";"Jun";5;""
"664";2017-06-19 16:00:00;2017-06-19 17:45:00;"batigère - carole lanselle + sebastien tiliac";NA;"2017";"Jun";1.75;""
"665";2017-06-19 13:30:00;2017-06-19 15:45:00;"réunion erpi";NA;"2017";"Jun";2.25;""
"666";2017-06-15 16:00:00;2017-06-15 17:30:00;"réunion suivi thèse jl";"claudine guidat
grégory hamez
jonathan lacroix";"2017";"Jun";1.5;""
"667";2017-06-15 15:00:00;2017-06-15 16:00:00;"préparation comité de thèse jl";"claudine guidat
jonathan lacroix";"2017";"Jun";1;""
"668";2017-06-15 10:00:00;2017-06-15 16:00:00;"csi iceel---laure morel";"
";"2017";"Jun";6;""
"669";2017-06-14 14:00:00;2017-06-14 17:00:00;"sluc - formation impression 3d - à confirmer";"16 personnes + m.hirsch 
";"2017";"Jun";3;""
"670";2017-06-14 09:00:00;2017-06-14 12:00:00;"ecole archi";NA;"2017";"Jun";3;""
"671";2017-06-14 07:30:00;2017-06-14 11:30:00;"visite puca";NA;"2017";"Jun";4;""
"672";2017-06-13 13:30:00;2017-06-13 14:45:00;"visite ipfen  (mauricio + o potier)";NA;"2017";"Jun";1.25;""
"673";2017-06-13 09:00:00;2017-06-13 17:15:00;"ecole archi";NA;"2017";"Jun";8.25;""
"674";2017-06-12 09:00:00;2017-06-12 17:15:00;"ecole archi";NA;"2017";"Jun";8.25;""
"675";2017-06-07 09:00:00;2017-06-07 11:00:00;"m folzan";"giovanny projet archeologie avec m folzan master 2 recherche
";"2017";"Jun";2;""
"676";2017-06-02 09:00:00;2017-06-02 11:00:00;"start-up r-laab - avec raphae, eric et amélie";NA;"2017";"Jun";2;""
"677";2017-06-02 02:00:00;2017-06-12 02:00:00;"foire internatioanle de nancy";NA;"2017";"Jun";240;""
"678";2017-06-01 09:00:00;2017-06-01 14:00:00;"fin 2017";NA;"2017";"Jun";5;""
"679";2017-05-31 18:00:00;2017-05-31 19:00:00;"presentation antonio / fabio";NA;"2017";"May";1;""
"680";2017-05-31 09:00:00;2017-05-31 17:00:00;"fin 2017";NA;"2017";"May";8;""
"681";2017-05-31 08:30:00;2017-05-31 11:00:00;"formation hologramme";NA;"2017";"May";2.5;""
"682";2017-05-30 09:00:00;2017-05-30 17:00:00;"fin 2017";NA;"2017";"May";8;""
"683";2017-05-30 09:00:00;2017-05-30 12:00:00;"visite patrick truchot / m1";NA;"2017";"May";3;"ENSGSI"
"684";2017-05-29 09:00:00;2017-05-29 17:00:00;"fin 2017";NA;"2017";"May";8;""
"685";2017-05-26 09:00:00;2017-05-26 17:15:00;"fermé ?";NA;"2017";"May";8.25;""
"686";2017-05-26 02:00:00;2017-05-27 02:00:00;"erpi fermé";NA;"2017";"May";24;""
"687";2017-05-24 14:00:00;2017-05-24 17:00:00;"actibac";NA;"2017";"May";3;"ENSGSI"
"688";2017-05-24 09:15:00;2017-05-24 17:15:00;"fin 2017";NA;"2017";"May";8;""
"689";2017-05-23 08:45:00;2017-05-23 11:00:00;"simulation stand foire";NA;"2017";"May";2.25;""
"690";2017-05-19 08:30:00;2017-05-19 09:30:00;"ouverture fabio";NA;"2017";"May";1;""
"691";2017-05-18 13:30:00;2017-05-18 16:00:00;"2ap tea reservation eyetracking";NA;"2017";"May";2.5;""
"692";2017-05-18 09:00:00;2017-05-18 12:00:00;"groupe festo -  valise tea";"groupe etudiant utilisation de la valise tea en autonomie
";"2017";"May";3;"ENSGSI"
"693";2017-05-18 09:00:00;2017-05-18 11:45:00;"ordi scan groupe archeologie";NA;"2017";"May";2.75;""
"694";2017-05-17 08:30:00;2017-05-17 12:00:00;"projet lf2l territoiral";NA;"2017";"May";3.5;""
"695";2017-05-16 14:30:00;2017-05-16 15:30:00;"rdv giovanny";"2 personnes";"2017";"May";1;""
"696";2017-05-16 14:00:00;2017-05-16 17:00:00;"erasmus groupe extrusion / fabio";NA;"2017";"May";3;""
"697";2017-05-16 09:00:00;2017-05-16 12:00:00;"groupe ai / patrick t";NA;"2017";"May";3;""
"698";2017-05-15 08:45:00;2017-05-15 16:45:00;"groupe ai / patrick t";NA;"2017";"May";8;""
"699";2017-05-12 13:30:00;2017-05-12 16:30:00;"réunion green fablab";NA;"2017";"May";3;""
"700";2017-05-12 08:30:00;2017-05-12 12:00:00;"eye-tracking fixe + ordi 2ap tea";NA;"2017";"May";3.5;""
"701";2017-05-12 08:00:00;2017-05-12 11:00:00;"soutenance iamd mom1";NA;"2017";"May";3;"TELECOM"
"702";2017-05-11 17:00:00;2017-05-11 18:45:00;"actibact";NA;"2017";"May";1.75;"ENSGSI"
"703";2017-05-11 13:30:00;2017-05-11 17:00:00;"erasmus fabio";NA;"2017";"May";3.5;""
"704";2017-05-11 09:00:00;2017-05-11 12:00:00;"restos du coeur (5 pers)";NA;"2017";"May";3;"ENSGSI"
"705";2017-05-11 09:00:00;2017-05-11 12:45:00;"gpe archéologie - musée du fer";NA;"2017";"May";3.75;""
"706";2017-05-11 08:00:00;2017-05-11 12:00:00;"iamd mom1";NA;"2017";"May";4;"TELECOM"
"707";2017-05-09 09:00:00;2017-05-09 11:00:00;"réunion ingexys p2";"8 à 10 personnes";"2017";"May";2;"Ingexys P2"
"708";2017-05-09 09:00:00;2017-05-09 12:00:00;"visite patrick truchot / m1";NA;"2017";"May";3;"ENSGSI"
"709";2017-05-05 13:00:00;2017-05-05 17:00:00;"groupe ai / patrick t";NA;"2017";"May";4;""
"710";2017-05-05 08:30:00;2017-05-05 12:00:00;"lunettes eyetracking groupe tea 2ap ??";"ordin + lunettes capteurs
";"2017";"May";3.5;""
"711";2017-05-05 08:00:00;2017-05-05 12:00:00;"iamd mom1";NA;"2017";"May";4;"TELECOM"
"712";2017-05-04 09:00:00;2017-05-04 12:00:00;"groupe restos du coeur (5 pers) tuteur : alaa";"besoin de deux ordis. 
ils sont au courant que des étudiants de patrick et alaa sont déjà sur place et savent qu'il faut leur laisser la priorité. 
";"2017";"May";3;"ENSGSI"
"713";2017-05-04 09:00:00;2017-05-04 12:00:00;"visite patrick truchot / m1";NA;"2017";"May";3;"ENSGSI"
"714";2017-05-04 02:00:00;2017-05-08 02:00:00;"science & you";NA;"2017";"May";96;""
"715";2017-05-03 14:00:00;2017-05-03 15:30:00;"lunettes eyetrqcking gp marco tulio";NA;"2017";"May";1.5;""
"716";2017-05-02 09:00:00;2017-05-02 12:00:00;"visite patrick / master m1";NA;"2017";"May";3;""
"717";2017-05-01 02:00:00;2017-05-02 02:00:00;"férié";NA;"2017";"May";24;""
"718";2017-04-28 09:00:00;2017-04-28 12:00:00;"groupe ai / patrick t";NA;"2017";"Apr";3;""
"719";2017-04-28 08:30:00;2017-04-28 10:30:00;"groupe actibac - 6 pers - video proj";NA;"2017";"Apr";2;"ENSGSI"
"720";2017-04-27 16:30:00;2017-04-27 17:30:00;"rendu valise tea groupe festo";NA;"2017";"Apr";1;"ENSGSI"
"721";2017-04-27 14:00:00;2017-04-27 18:00:00;"erasmus fabio";NA;"2017";"Apr";4;""
"722";2017-04-27 09:30:00;2017-04-27 12:00:00;"reunion aline / etudiants";NA;"2017";"Apr";2.5;""
"723";2017-04-27 09:00:00;2017-04-27 12:00:00;"projet truffes";NA;"2017";"Apr";3;"ENSGSI"
"724";2017-04-27 09:00:00;2017-04-27 12:00:00;"projet restos du coeur";NA;"2017";"Apr";3;"ENSGSI"
"725";2017-04-27 09:00:00;2017-04-27 12:00:00;"groupe archeologie -scanner eva ordi fixe";NA;"2017";"Apr";3;""
"726";2017-04-26 17:00:00;2017-04-26 17:30:00;"valise tea groupe festo";NA;"2017";"Apr";0.5;"ENSGSI"
"727";2017-04-26 09:00:00;2017-04-26 12:00:00;"groupe ai / patrick t";NA;"2017";"Apr";3;""
"728";2017-04-25 12:00:00;2017-04-25 14:00:00;"experience etudiants neurolab -eyetracking";"12 ou 16 étudiants 
tester le neurolab
le eye-tracking mobile, (éventuellement le fixe si pertienent pour nous, ex : tester des trucs...)
présenter le projet man et autres appliation.";"2017";"Apr";2;""
"729";2017-04-25 09:00:00;2017-04-25 12:00:00;"groupe ai / patrick t";NA;"2017";"Apr";3;""
"730";2017-04-24 09:00:00;2017-04-24 12:30:00;"groupe ai / patrick t";NA;"2017";"Apr";3.5;""
"731";2017-04-24 08:30:00;2017-04-24 12:30:00;"repetition pour seminaire recherche";"antonio araujo 
pavlo santander 
ramses 
";"2017";"Apr";4;""
"732";2017-04-21 08:30:00;2017-04-21 12:00:00;"groupe projet gsi";NA;"2017";"Apr";3.5;""
"733";2017-04-20 16:00:00;2017-04-20 21:45:00;"lbm";NA;"2017";"Apr";5.75;""
"734";2017-04-20 09:15:00;2017-04-20 12:00:00;"groupe  projet 1ai resto de coeur";NA;"2017";"Apr";2.75;"ENSGSI"
"735";2017-04-19 09:00:00;2017-04-19 13:15:00;"workshop rte";"adèle chevrat, chargée de mission chez rte france (agence grand est de villers les nancy), pour une demande de réservation du lorraine fab living lab le mercredi 19 avril matin / de 9h00 à 12h00.
objet : a.chevrat organise une session de créativité pour une quinzaine de salariés et recherche un lieu original et à l'esprit avant-gardiste.";"2017";"Apr";4.25;""
"736";2017-04-19 09:00:00;2017-04-19 17:00:00;"groupe ai / patrick t";NA;"2017";"Apr";8;""
"737";2017-04-18 09:30:00;2017-04-18 12:00:00;"reunion green fablab";"mauricio camargo
hakim boudaoud
sandrine hoppe
fabio cruz 
antonio araujo
pavlo santander";"2017";"Apr";2.5;""
"738";2017-04-18 09:00:00;2017-04-18 17:00:00;"groupe ai / patrick t";NA;"2017";"Apr";8;""
"739";2017-04-18 08:45:00;2017-04-18 12:15:00;"projet gsi vélo";NA;"2017";"Apr";3.5;""
"740";2017-04-03 11:00:00;2017-04-03 12:30:00;"rdv d joseph+ mc+ ramses+giovanny";"note 4 personnes espace fabrication";"2017";"Apr";1.5;""
"741";2017-03-31 08:00:00;2017-03-31 12:00:00;"iamd mom1";NA;"2017";"Mar";4;"TELECOM"
"742";2017-03-30 09:00:00;2017-03-30 12:00:00;"groupe restos du coeur";"caroline valentin et son groupe : 4 étudiants 1ai. 
ec tuteur : alaa hassan. 

";"2017";"Mar";3;"ENSGSI"
"743";2017-03-30 09:00:00;2017-03-30 10:45:00;"groupe festo - 6 personnes - valise tea réservée";NA;"2017";"Mar";1.75;"ENSGSI"
"744";2017-03-30 09:00:00;2017-03-30 11:45:00;"groupe musée de fer - reservation scanner";NA;"2017";"Mar";2.75;""
"745";2017-03-29 16:00:00;2017-03-29 17:00:00;"réunion groupe projet actibac (mauricio)";"6 personnes 
";"2017";"Mar";1;"ENSGSI"
"746";2017-03-28 14:00:00;2017-03-28 16:00:00;"visite patrick";NA;"2017";"Mar";2;""
"747";2017-03-27 10:00:00;2017-03-27 12:00:00;"erasmus group- fabio / hakim";NA;"2017";"Mar";2;""
"748";2017-03-24 09:00:00;2017-03-24 17:00:00;"groupe de travail : alindret romain beau erwan contion claire courtney kevin escalier jérôme";NA;"2017";"Mar";8;""
"749";2017-03-23 14:00:00;2017-03-23 20:30:00;"lbm";NA;"2017";"Mar";6.5;""
"750";2017-03-23 14:00:00;2017-03-23 16:00:00;"erasmus fabio";NA;"2017";"Mar";2;""
"751";2017-03-23 10:00:00;2017-03-23 12:00:00;"groupe projet lean festo";"valise tea";"2017";"Mar";2;"ENSGSI"
"752";2017-03-22 11:00:00;2017-03-22 12:00:00;"mutacamp- v.rault+p.dapremont";NA;"2017";"Mar";1;""
"753";2017-03-21 12:00:00;2017-03-21 14:00:00;"expé etudiants neuros";NA;"2017";"Mar";2;""
"754";2017-03-21 08:15:00;2017-03-21 12:00:00;"préparation des expérimentations";NA;"2017";"Mar";3.75;""
"755";2017-03-20 09:00:00;2017-03-20 12:00:00;"soutenance iamd mom2";NA;"2017";"Mar";3;"TELECOM"
"756";2017-03-19 10:00:00;2017-03-19 18:00:00;"10 ans autre canal";NA;"2017";"Mar";8;""
"757";2017-03-18 12:00:00;2017-03-18 23:59:00;"10 ans autre canal";NA;"2017";"Mar";11.9833333333333;""
"758";2017-03-17 18:00:00;2017-03-18 00:00:00;"10 ans lac";NA;"2017";"Mar";6;""
"759";2017-03-17 10:30:00;2017-03-17 17:00:00;"10 ans autre canal installation";NA;"2017";"Mar";6.5;""
"760";2017-03-16 09:00:00;2017-03-16 17:00:00;"teaching lab 2";NA;"2017";"Mar";8;""
"761";2017-03-16 09:00:00;2017-03-16 17:00:00;"expé immersif";NA;"2017";"Mar";8;""
"762";2017-03-15 13:30:00;2017-03-15 15:00:00;"erasmus fabio";NA;"2017";"Mar";1.5;""
"763";2017-03-15 13:00:00;2017-03-15 14:45:00;"visite cinestic / alsace innovation";NA;"2017";"Mar";1.75;""
"764";2017-03-15 09:45:00;2017-03-15 12:00:00;"reunion hakim / salim / fabio";NA;"2017";"Mar";2.25;""
"765";2017-03-15 09:00:00;2017-03-15 12:00:00;"expé immersif";NA;"2017";"Mar";3;""
"766";2017-03-15 09:00:00;2017-03-15 12:00:00;"iamd mom2";NA;"2017";"Mar";3;"TELECOM"
"767";2017-03-10 14:30:00;2017-03-10 15:30:00;"visite hg pour 10 ans lac";NA;"2017";"Mar";1;""
"768";2017-03-10 13:00:00;2017-03-10 17:00:00;"projet par hakim";NA;"2017";"Mar";4;""
"769";2017-03-10 09:00:00;2017-03-10 10:30:00;"réunion lf2l - transalliance";NA;"2017";"Mar";1.5;""
"770";2017-03-09 16:00:00;2017-03-09 21:00:00;"lbm";NA;"2017";"Mar";5;""
"771";2017-03-09 14:00:00;2017-03-09 16:00:00;"erasmus / fabio";NA;"2017";"Mar";2;""
"772";2017-03-09 14:00:00;2017-03-09 16:00:00;"groupe tea 2ap - captiv";"formation eyetracking - captiv giovanny";"2017";"Mar";2;""
"773";2017-03-09 09:00:00;2017-03-09 10:15:00;"groupe festo 1ai - captiv";"giovanny + cativ";"2017";"Mar";1.25;"ENSGSI"
"774";2017-03-09 08:45:00;2017-03-09 16:45:00;"laure teaching lab";NA;"2017";"Mar";8;""
"775";2017-03-07 09:00:00;2017-03-07 17:00:00;"science factor";"giovanny disponible l'après-midi";"2017";"Mar";8;""
"776";2017-03-03 09:00:00;2017-03-03 12:00:00;"crefoc région - atelier prospective";"organisé par pascal l, 
avec vicent b+raphael+mauricio 
20 personnes 
côté collb, pas de machine. 
";"2017";"Mar";3;""
"777";2017-03-02 14:00:00;2017-03-02 18:00:00;"réunion eramus / fabio / gio";"
";"2017";"Mar";4;""
"778";2017-02-28 16:00:00;2017-02-28 17:00:00;"reunion fabio / erasmus";NA;"2017";"Feb";1;""
"779";2017-02-28 10:00:00;2017-02-28 12:00:00;"internet de l'energie";NA;"2017";"Feb";2;""
"780";2017-02-27 11:00:00;2017-02-27 12:15:00;"visite du lac";NA;"2017";"Feb";1.25;""
"781";2017-02-22 13:30:00;2017-02-22 15:30:00;"visite edf laurent pérez";"installer la visite habituelle 
laure et claudine seront présentes";"2017";"Feb";2;""
"782";2017-02-20 10:00:00;2017-02-20 12:00:00;"visite pdt sfgp - mauricio";NA;"2017";"Feb";2;""
"783";2017-02-17 14:00:00;2017-02-17 17:00:00;"projet 2ai";NA;"2017";"Feb";3;"ENSGSI"
"784";2017-02-17 01:00:00;2017-03-01 01:00:00;"vacances noémie";NA;"2017";"Feb";288;""
"785";2017-02-16 14:00:00;2017-02-16 17:00:00;"centre le lierre visite";"fabio présent et dispo pour faire découvrir diverses activités";"2017";"Feb";3;""
"786";2017-02-15 08:00:00;2017-02-15 11:00:00;"iamd mom2";NA;"2017";"Feb";3;"TELECOM"
"787";2017-02-14 13:30:00;2017-02-14 16:30:00;"projet 2ai";NA;"2017";"Feb";3;"ENSGSI"
"788";2017-02-13 08:00:00;2017-02-13 11:00:00;"iamd mom2";NA;"2017";"Feb";3;"TELECOM"
"789";2017-02-11 09:00:00;2017-02-11 13:00:00;"hakathon energy";NA;"2017";"Feb";4;""
"790";2017-02-10 12:30:00;2017-02-10 13:30:00;"reunion erasmus fabio/hakim/mauricio";NA;"2017";"Feb";1;""
"791";2017-02-10 09:00:00;2017-02-10 18:00:00;"formation formation ""prototypage rapide et imprimante 3d"" jour 2 proto";NA;"2017";"Feb";9;""
"792";2017-02-10 09:00:00;2017-02-10 17:30:00;"ingexys p2";NA;"2017";"Feb";8.5;"Ingexys P2"
"793";2017-02-10 09:00:00;2017-02-10 11:00:00;"réunion actibac + mauricio c.";NA;"2017";"Feb";2;"ENSGSI"
